farmer_id,region,primary_crop,farm_size_ha,years_experience,household_size,mobile_money,market_access,irrigation,education_level,prev_loan,has_secondary_crop,yield_stability,income_est_usd,loan_amount_usd,repay_probability,loan_repaid
GH04110,Western,Plantain,6.68,32,4,1,0,0,2,0,1,0.931,3081,1704,0.8045,1
GH04111,Upper West,Rice,2.37,27,11,1,0,0,2,0,1,0.632,1716,2367,0.6349,1
GH04112,Upper East,Rice,2.55,28,10,1,0,0,3,0,1,0.55,1812,2335,0.6007,1
GH04113,Central,Maize,2.66,35,7,1,1,0,2,0,1,0.961,641,238,0.8919,1
GH04114,Ashanti,Cocoa,2.8,32,5,1,1,0,2,1,0,0.784,2411,3075,0.839,1
GH04115,Ashanti,Cocoa,1.72,12,4,1,0,0,3,1,1,0.722,1196,967,0.663,1
GH04116,Northern,Maize,1.46,9,12,1,0,0,2,1,0,0.623,488,475,0.5447,1
GH04117,Upper West,Maize,2.05,13,3,0,0,0,2,0,0,0.57,600,258,0.3172,0
GH04118,Northern,Rice,4.09,36,8,1,0,0,2,1,1,0.711,2734,2128,0.8807,1
GH04119,Volta,Maize,4.01,35,5,0,0,0,3,0,0,0.688,777,639,0.4799,1
GH04120,Ashanti,Plantain,1.54,14,5,0,0,1,2,0,0,0.812,551,608,0.8698,1
GH04121,Eastern,Cassava,3.12,28,8,0,1,0,2,0,1,0.746,1346,1466,0.8607,0
GH04122,Brong-Ahafo,Yam,1.59,9,3,0,1,1,0,1,1,0.815,1930,1850,0.6316,1
GH04123,Eastern,Plantain,1.87,22,5,0,1,0,2,0,0,0.836,1188,401,0.7892,1
GH04124,Ashanti,Cocoa,1.31,12,10,0,1,0,1,1,0,0.813,942,465,0.6053,1
GH04125,Western,Cassava,1.6,23,7,1,0,0,0,0,0,0.828,996,490,0.6402,1
GH04126,Brong-Ahafo,Rice,4.66,22,8,1,1,0,2,0,0,0.748,3356,4582,0.8705,0
GH04127,Western,Cocoa,1.94,29,8,0,0,0,2,0,0,0.745,1197,1654,0.3696,1
GH04128,Eastern,Cassava,2.0,4,3,1,0,1,1,0,1,0.908,1212,1537,0.6488,1
GH04129,Western,Cocoa,0.66,8,4,1,0,0,1,0,0,0.948,481,245,0.6698,1
GH04130,Northern,Yam,1.47,15,6,0,1,0,1,0,0,0.638,1699,2223,0.4236,1
GH04131,Western,Cassava,1.54,16,5,1,1,0,0,0,0,0.835,817,429,0.3628,1
GH04132,Ashanti,Cocoa,1.02,10,5,0,0,0,1,0,1,0.755,666,643,0.5987,1
GH04133,Upper West,Yam,1.85,8,8,1,0,0,0,1,0,0.748,1784,2106,0.5686,1
GH04134,Volta,Cassava,1.35,13,2,0,0,0,1,0,0,0.899,752,272,0.4488,1
GH04135,Brong-Ahafo,Yam,1.93,20,7,1,0,0,2,0,0,0.782,2039,2075,0.5881,0
GH04136,Ashanti,Cassava,1.98,28,2,0,1,0,0,0,1,0.881,846,509,0.9055,1
GH04137,Eastern,Cocoa,0.93,19,3,1,1,0,0,0,0,0.933,640,574,0.8257,1
GH04138,Western,Cassava,1.38,14,5,0,1,0,3,1,1,0.922,504,383,0.6936,1
GH04139,Northern,Rice,1.92,2,8,1,0,0,2,1,0,0.567,1447,1626,0.5078,0
GH04140,Northern,Rice,4.17,39,3,1,0,0,0,0,0,0.61,2756,2445,0.7334,1
GH04141,Brong-Ahafo,Maize,2.18,22,6,1,0,1,0,1,1,0.767,236,156,0.8738,1
GH04142,Ashanti,Cocoa,1.15,35,7,1,0,0,2,1,1,0.851,1170,1629,0.6071,0
GH04143,Upper West,Maize,2.41,14,4,0,0,0,1,1,1,0.65,565,820,0.4441,0
GH04144,Ashanti,Cassava,6.02,24,6,1,0,0,2,0,0,0.866,2566,3239,0.5002,1
GH04145,Northern,Rice,3.46,2,9,1,0,0,1,1,1,0.655,3712,3700,0.6641,0
GH04146,Volta,Yam,2.67,24,6,1,0,0,3,0,1,0.542,2060,2804,0.4944,0
GH04147,Brong-Ahafo,Cassava,3.03,29,4,0,1,0,2,0,0,0.874,1129,1154,0.8471,1
GH04148,Upper East,Rice,4.99,33,7,1,0,0,0,0,0,0.652,3876,1855,0.7098,1
GH04149,Ashanti,Maize,3.87,9,6,1,1,1,1,0,0,0.931,968,311,0.7604,1
GH04150,Northern,Maize,2.71,27,2,0,1,0,2,1,1,0.577,656,768,0.5633,0
GH04151,Brong-Ahafo,Rice,3.85,15,3,0,1,0,0,1,0,0.603,2546,3063,0.4974,1
GH04152,Upper East,Yam,0.85,25,4,0,0,1,0,1,1,0.571,824,1163,0.6596,1
GH04153,Central,Maize,0.64,30,3,0,1,0,0,0,0,0.827,236,304,0.7394,1
GH04154,Greater Accra,Maize,2.03,5,4,1,0,0,2,1,0,0.78,382,408,0.6358,0
GH04155,Northern,Rice,1.91,19,5,0,0,0,2,0,0,0.745,1807,955,0.132,0
GH04156,Brong-Ahafo,Yam,1.25,15,5,0,1,1,0,0,1,0.697,1646,1667,0.7548,1
GH04157,Upper West,Rice,3.25,28,9,0,0,0,2,0,0,0.602,2303,1892,0.1618,0
GH04158,Central,Maize,0.49,4,6,1,0,0,2,0,0,0.77,146,100,0.2205,1
GH04159,Upper East,Yam,1.25,31,9,0,0,0,3,0,1,0.807,1229,1547,0.6814,1
GH04160,Brong-Ahafo,Maize,1.3,37,6,1,1,0,2,1,0,0.658,237,114,0.6743,0
GH04161,Upper East,Yam,0.58,24,3,0,0,1,3,0,0,0.632,727,768,0.553,1
GH04162,Brong-Ahafo,Yam,5.19,19,6,1,1,0,3,1,1,0.654,5268,5441,0.8486,1
GH04163,Eastern,Cocoa,0.7,41,8,1,0,0,1,0,0,0.862,442,294,0.5321,1
GH04164,Brong-Ahafo,Cassava,1.21,11,4,1,1,0,2,0,0,0.704,442,360,0.6905,1
GH04165,Upper West,Rice,3.44,13,3,1,0,0,1,0,0,0.698,3077,1354,0.4145,1
GH04166,Brong-Ahafo,Rice,2.86,9,5,0,1,0,2,1,0,0.823,2387,789,0.6799,0
GH04167,Volta,Maize,0.84,33,5,0,0,0,0,0,1,0.752,261,100,0.4643,0
GH04168,Volta,Cassava,2.94,18,5,0,0,0,2,0,1,0.669,1715,873,0.4265,1
GH04169,Brong-Ahafo,Cassava,2.23,15,3,1,1,1,0,0,0,0.776,980,1314,0.6703,1
GH04170,Northern,Rice,9.33,38,4,0,1,0,1,0,0,0.611,2388,2214,0.5314,0
GH04171,Ashanti,Maize,2.42,10,7,0,1,0,1,0,0,0.831,657,289,0.6741,0
GH04172,Eastern,Cocoa,1.65,27,5,1,1,0,3,0,1,0.763,1123,1557,0.7668,0
GH04173,Upper East,Rice,1.0,25,7,0,0,0,0,1,0,0.677,837,822,0.2815,0
GH04174,Upper East,Yam,1.08,24,6,1,0,0,3,0,1,0.662,1419,473,0.5477,0
GH04175,Northern,Rice,1.02,32,6,1,1,0,0,0,0,0.525,818,994,0.5366,1
GH04176,Central,Cassava,4.76,40,4,1,1,1,2,1,0,0.822,2845,2470,0.8917,1
GH04177,Eastern,Plantain,1.85,3,6,1,0,1,1,0,1,0.821,1003,942,0.7521,0
GH04178,Ashanti,Cassava,2.71,19,2,1,0,0,1,0,1,0.895,1029,1066,0.6047,1
GH04179,Upper East,Maize,5.26,17,5,1,0,0,3,1,0,0.51,1083,448,0.5491,1
GH04180,Northern,Yam,0.35,30,6,0,0,1,1,1,0,0.652,434,624,0.6767,1
GH04181,Upper East,Yam,4.46,12,4,1,0,0,1,0,1,0.673,3705,2247,0.6206,1
GH04182,Brong-Ahafo,Rice,1.89,3,4,1,1,0,2,0,1,0.77,1644,1720,0.6293,1
GH04183,Central,Cassava,2.47,15,4,0,0,0,2,1,1,0.691,1031,1368,0.736,1
GH04184,Central,Cassava,1.02,5,3,1,0,0,3,1,1,0.8,615,429,0.8193,1
GH04185,Ashanti,Cassava,1.07,40,5,0,1,0,2,0,0,0.887,590,621,0.806,0
GH04186,Central,Cassava,2.57,35,11,1,1,1,2,1,1,0.902,1269,1887,0.9277,1
GH04187,Upper West,Maize,9.67,40,5,1,0,1,1,0,0,0.41,3041,4021,0.6495,1
GH04188,Volta,Yam,3.68,10,6,1,0,0,2,1,0,0.766,3902,4820,0.484,0
GH04189,Northern,Rice,4.42,41,7,0,0,0,2,0,1,0.711,3063,2534,0.3842,0
GH04190,Eastern,Maize,1.59,8,7,1,0,1,1,0,0,0.808,442,372,0.5908,1
GH04191,Ashanti,Cassava,1.2,18,10,1,1,0,2,1,0,0.867,714,630,0.7823,1
GH04192,Volta,Maize,1.05,24,9,0,0,0,1,0,0,0.895,356,402,0.4113,1
GH04193,Ashanti,Cassava,1.29,12,8,0,0,0,2,0,1,0.812,660,312,0.4722,0
GH04194,Western,Plantain,0.43,23,10,1,1,0,1,0,1,0.874,294,392,0.8788,1
GH04195,Greater Accra,Maize,1.1,19,4,0,1,0,1,0,0,0.74,260,100,0.7896,1
GH04196,Central,Cassava,1.23,29,6,1,1,0,2,0,1,0.789,445,224,0.6784,0
GH04197,Western,Plantain,1.61,17,9,1,1,1,0,0,0,0.823,582,511,0.7759,0
GH04198,Ashanti,Cassava,2.0,5,7,1,1,1,0,0,1,0.883,1048,631,0.7862,1
GH04199,Northern,Yam,2.35,37,11,1,1,0,0,0,1,0.575,2374,1754,0.7748,0
GH04200,Northern,Rice,1.8,23,3,1,0,0,0,0,0,0.734,1495,1045,0.7514,1
GH04201,Brong-Ahafo,Rice,1.21,12,5,1,0,0,1,0,1,0.663,849,529,0.8224,0
GH04202,Eastern,Plantain,0.46,22,11,1,1,0,2,0,1,0.876,335,253,0.8359,0
GH04203,Upper East,Maize,1.22,41,5,1,0,0,1,0,1,0.609,441,400,0.6307,1
GH04204,Upper East,Yam,0.92,17,7,1,1,0,1,1,1,0.606,715,623,0.6884,1
GH04205,Ashanti,Cocoa,2.53,10,2,0,1,0,2,0,1,0.914,1749,2229,0.9127,1
GH04206,Western,Cassava,3.44,36,7,0,1,0,2,0,0,0.781,1824,1222,0.5812,1
GH04207,Brong-Ahafo,Yam,3.51,35,10,1,1,0,0,0,0,0.713,4023,2568,0.793,1
GH04208,Brong-Ahafo,Cassava,3.1,10,5,0,0,0,2,1,1,0.703,1131,1024,0.5374,1
GH04209,Brong-Ahafo,Cassava,1.66,14,2,1,0,0,3,0,0,0.781,573,205,0.4,0
GH04210,Ashanti,Cocoa,1.26,7,2,1,1,0,0,0,0,0.825,672,292,0.842,1
GH04211,Brong-Ahafo,Cassava,1.08,5,9,1,1,0,2,1,0,0.849,738,933,0.4895,0
GH04212,Western,Cassava,0.63,29,7,1,1,0,0,0,0,0.871,287,256,0.4176,1
GH04213,Central,Plantain,3.65,12,3,0,1,0,0,1,1,0.905,2137,812,0.824,1
GH04214,Ashanti,Maize,1.61,35,3,0,1,0,1,0,1,0.749,499,413,0.6812,1
GH04215,Ashanti,Plantain,0.76,36,8,1,1,0,2,0,1,0.857,369,287,0.8554,1
GH04216,Upper East,Maize,1.02,6,8,1,0,0,2,0,0,0.71,330,196,0.428,1
GH04217,Volta,Cassava,0.99,40,3,1,0,0,1,0,0,0.672,392,293,0.6983,0
GH04218,Brong-Ahafo,Rice,1.88,12,5,1,0,0,1,0,0,0.603,1379,725,0.425,0
GH04219,Ashanti,Maize,3.85,13,8,0,0,0,1,0,0,0.816,595,499,0.5555,0
GH04220,Brong-Ahafo,Cassava,1.43,20,6,1,1,0,1,0,1,0.712,765,605,0.8267,1
GH04221,Ashanti,Plantain,0.38,14,10,1,1,0,3,1,0,0.714,161,166,0.882,0
GH04222,Ashanti,Cocoa,1.6,5,6,0,1,0,2,1,1,0.878,1623,2322,0.85,1
GH04223,Eastern,Plantain,1.63,15,7,1,0,1,2,0,0,0.745,831,434,0.6238,1
GH04224,Brong-Ahafo,Cassava,1.56,3,6,0,1,0,1,0,1,0.903,953,763,0.7008,1
GH04225,Northern,Maize,1.17,9,10,1,0,0,3,0,1,0.628,367,358,0.5797,0
GH04226,Brong-Ahafo,Rice,2.12,23,5,1,1,0,2,0,1,0.734,1691,1617,0.8164,1
GH04227,Western,Cocoa,1.91,14,4,1,0,0,0,0,0,0.794,1615,1766,0.3395,0
GH04228,Volta,Cassava,1.79,22,5,1,1,0,1,0,0,0.797,946,588,0.7918,1
GH04229,Northern,Maize,2.43,22,9,0,0,0,1,0,1,0.488,738,783,0.47,0
GH04230,Central,Cassava,1.35,29,6,1,0,0,3,0,1,0.643,1043,565,0.862,0
GH04231,Eastern,Cocoa,1.3,34,5,0,1,0,1,0,1,0.711,953,429,0.8191,1
GH04232,Eastern,Plantain,4.79,30,6,1,1,0,0,0,1,0.916,2159,2802,0.8305,1
GH04233,Upper East,Rice,2.7,38,3,0,0,0,1,1,1,0.511,1877,1630,0.5727,1
GH04234,Eastern,Maize,3.25,23,2,0,0,1,1,0,0,0.65,887,689,0.401,0
GH04235,Volta,Maize,4.3,27,4,1,1,0,2,0,0,0.723,1221,1727,0.9006,1
GH04236,Western,Cocoa,2.63,12,6,1,1,0,1,0,0,1.0,1878,2163,0.5927,1
GH04237,Central,Plantain,3.49,12,7,0,0,0,0,0,1,0.937,1202,1337,0.2545,1
GH04238,Northern,Maize,0.6,35,8,1,0,0,0,0,0,0.551,91,100,0.6027,0
GH04239,Ashanti,Cassava,2.1,20,10,0,0,0,1,0,1,0.75,889,490,0.4887,0
GH04240,Brong-Ahafo,Yam,1.6,38,5,1,0,0,1,0,1,0.686,1632,1436,0.7086,1
GH04241,Eastern,Cocoa,5.9,15,7,0,1,0,2,0,1,0.762,4216,4565,0.7057,1
GH04242,Brong-Ahafo,Yam,3.49,30,3,1,1,0,1,0,0,0.794,3838,2972,0.6253,1
GH04243,Volta,Cassava,1.17,20,3,0,0,0,0,0,0,0.753,659,248,0.4615,0
GH04244,Brong-Ahafo,Maize,2.37,38,3,1,0,0,2,1,0,0.641,592,663,0.6831,0
GH04245,Eastern,Plantain,2.05,22,5,0,0,0,3,0,1,0.718,822,1010,0.4892,0
GH04246,Northern,Rice,2.5,25,4,1,1,0,2,0,0,0.819,2236,3205,0.8652,1
GH04247,Upper East,Maize,0.89,27,4,1,0,0,1,1,0,0.624,258,204,0.704,1
GH04248,Eastern,Cassava,2.34,13,7,0,1,0,2,0,1,0.747,960,585,0.3067,0
GH04249,Volta,Cassava,1.55,20,5,0,1,0,0,0,1,0.877,915,1291,0.6822,1
GH04250,Northern,Rice,2.22,31,6,0,0,0,3,0,0,0.543,2142,2481,0.5879,1
GH04251,Eastern,Cassava,1.1,16,5,1,0,0,3,0,0,0.804,669,252,0.4119,0
GH04252,Ashanti,Maize,1.21,4,4,0,1,0,2,1,0,0.745,401,399,0.5047,0
GH04253,Greater Accra,Cassava,4.14,14,3,1,0,0,1,0,1,0.88,1847,617,0.7981,1
GH04254,Volta,Maize,0.87,10,4,0,1,0,0,0,1,0.655,283,162,0.4789,0
GH04255,Northern,Rice,0.92,14,3,1,1,0,3,0,0,0.645,722,278,0.3717,0
GH04256,Volta,Yam,1.76,17,6,1,0,0,2,0,0,0.61,2500,1365,0.6816,0
GH04257,Greater Accra,Maize,1.06,15,8,0,1,0,1,0,1,0.785,347,308,0.6018,0
GH04258,Ashanti,Plantain,0.98,9,5,1,0,1,0,1,0,0.932,536,353,0.7575,1
GH04259,Ashanti,Cassava,1.96,20,5,0,0,0,2,0,1,0.897,1382,561,0.5696,0
GH04260,Central,Cassava,0.64,33,8,1,1,0,3,0,1,0.784,302,265,0.8975,1
GH04261,Upper East,Maize,0.9,36,4,0,0,0,2,0,1,0.443,277,319,0.3052,0
GH04262,Upper West,Yam,7.67,24,3,0,1,0,0,0,0,0.435,11188,4070,0.6073,0
GH04263,Central,Plantain,2.51,22,6,0,1,0,1,0,1,0.899,1471,1999,0.8401,1
GH04264,Greater Accra,Maize,1.08,19,7,1,0,0,0,1,0,0.837,309,335,0.4428,0
GH04265,Eastern,Plantain,2.44,15,6,0,0,0,3,1,0,0.856,1163,1074,0.4798,0
GH04266,Eastern,Plantain,2.71,17,7,1,1,0,1,0,0,0.96,1101,854,0.8802,1
GH04267,Brong-Ahafo,Yam,3.65,25,3,0,1,0,2,0,1,0.762,3466,2676,0.8284,1
GH04268,Brong-Ahafo,Cassava,1.67,33,5,1,1,0,0,1,0,0.798,733,515,0.7081,0
GH04269,Brong-Ahafo,Yam,3.61,12,4,0,1,0,0,1,0,0.638,3471,1523,0.4221,0
GH04270,Ashanti,Plantain,0.44,12,8,0,1,0,2,1,1,0.955,217,100,0.7794,0
GH04271,Brong-Ahafo,Cassava,0.87,5,9,1,1,0,2,0,1,0.767,547,367,0.7299,1
GH04272,Ashanti,Maize,2.04,27,4,0,1,0,1,0,0,0.7,520,572,0.5973,0
GH04273,Northern,Maize,2.3,6,3,1,0,0,1,0,1,0.632,562,363,0.8113,1
GH04274,Central,Maize,0.96,37,4,0,1,0,2,0,1,0.95,314,400,0.8427,0
GH04275,Western,Plantain,2.18,34,3,0,1,0,2,0,0,1.0,1252,947,0.6385,1
GH04276,Brong-Ahafo,Maize,1.18,15,5,1,0,0,2,0,0,0.652,312,330,0.6669,0
GH04277,Central,Plantain,1.5,33,6,1,1,0,0,1,1,0.944,847,693,0.8714,1
GH04278,Central,Cassava,3.73,8,11,0,0,0,2,0,1,0.867,1856,1666,0.3978,0
GH04279,Ashanti,Plantain,3.44,11,5,1,1,0,3,0,1,0.904,1660,996,0.8762,1
GH04280,Volta,Cassava,0.91,3,4,1,1,0,3,0,1,0.802,626,574,0.8728,0
GH04281,Ashanti,Maize,0.87,11,4,1,1,1,2,0,1,0.814,235,102,0.8404,0
GH04282,Western,Cassava,1.37,36,4,1,1,0,3,1,1,0.946,661,505,0.8452,1
GH04283,Volta,Yam,1.79,22,4,1,0,0,0,0,1,0.61,1811,1518,0.5877,1
GH04284,Northern,Yam,1.15,41,8,1,1,0,1,1,0,0.664,704,806,0.6612,1
GH04285,Northern,Yam,3.78,9,3,1,0,0,2,0,1,0.541,3682,2873,0.5742,1
GH04286,Upper East,Rice,2.32,19,13,1,0,0,0,1,1,0.548,1975,2170,0.6507,1
GH04287,Eastern,Cocoa,2.42,10,6,1,1,0,3,0,0,0.835,2384,1215,0.4406,0
GH04288,Upper East,Yam,0.75,31,6,1,0,0,1,0,1,0.504,770,254,0.6431,1
GH04289,Ashanti,Maize,4.13,5,5,0,0,0,1,1,0,0.718,1246,1130,0.4229,0
GH04290,Ashanti,Cassava,0.3,36,7,0,0,0,1,1,0,0.703,168,146,0.4763,0
GH04291,Eastern,Cassava,3.27,15,6,1,0,1,1,0,0,0.768,2496,2755,0.4488,1
GH04292,Northern,Yam,3.5,15,5,0,1,0,2,0,1,0.676,4236,2865,0.4559,0
GH04293,Volta,Maize,1.35,38,4,0,0,0,1,1,1,0.799,266,100,0.8631,1
GH04294,Ashanti,Cocoa,4.44,21,10,1,0,0,1,1,1,0.773,3903,4560,0.8104,1
GH04295,Volta,Maize,1.74,30,5,1,1,0,2,0,1,0.836,392,561,0.9046,1
GH04296,Brong-Ahafo,Cassava,1.9,24,5,1,1,0,0,0,0,0.826,867,670,0.5853,0
GH04297,Eastern,Cocoa,2.31,22,5,0,1,0,2,0,0,0.95,1206,1246,0.8585,1
GH04298,Central,Maize,16.96,32,3,1,1,0,1,0,0,0.648,6422,6124,0.8281,1
GH04299,Eastern,Cocoa,4.67,33,4,0,1,0,2,0,1,0.86,4077,3992,0.6818,1
GH04300,Brong-Ahafo,Rice,2.98,8,4,0,0,0,1,0,0,0.799,3008,4033,0.2618,1
GH04301,Northern,Maize,0.96,14,7,1,0,0,2,1,1,0.478,322,381,0.4318,0
GH04302,Upper West,Rice,2.01,24,5,1,0,0,2,0,0,0.803,1853,2268,0.462,1
GH04303,Eastern,Maize,1.03,9,8,1,0,1,3,1,1,0.714,268,109,0.6541,1
GH04304,Greater Accra,Maize,3.24,13,7,1,1,0,1,1,0,0.859,936,446,0.8616,1
GH04305,Volta,Maize,2.01,37,4,1,0,0,2,1,1,0.804,500,548,0.9507,1
GH04306,Upper East,Maize,0.83,17,6,0,0,0,1,0,1,0.573,191,181,0.3421,1
GH04307,Greater Accra,Maize,1.93,27,7,0,1,0,3,0,0,0.926,467,574,0.6743,1
GH04308,Brong-Ahafo,Yam,1.01,30,7,1,0,0,2,0,0,0.91,1497,616,0.3687,1
GH04309,Volta,Yam,2.03,30,6,1,1,0,1,1,0,0.661,1890,1852,0.6663,1
GH04310,Northern,Rice,1.0,7,7,1,0,0,1,0,1,0.644,972,859,0.2606,1
GH04311,Brong-Ahafo,Cassava,1.86,38,3,1,0,0,1,0,1,0.853,1382,1832,0.8151,1
GH04312,Brong-Ahafo,Maize,3.08,34,7,0,0,0,2,0,1,0.599,988,518,0.7891,1
GH04313,Upper West,Maize,1.76,32,4,1,0,0,2,0,0,0.675,411,295,0.4144,1
GH04314,Ashanti,Cassava,1.39,19,6,0,0,0,3,1,1,0.952,622,299,0.665,0
GH04315,Western,Cassava,2.1,39,4,0,0,0,2,0,0,0.943,1129,951,0.5781,1
GH04316,Brong-Ahafo,Rice,2.97,32,8,1,0,0,2,0,0,0.785,3492,4741,0.716,1
GH04317,Upper West,Yam,0.84,17,6,1,0,0,1,0,0,0.733,1088,1202,0.4937,1
GH04318,Eastern,Maize,2.19,41,7,1,1,0,2,1,0,0.794,673,803,0.952,1
GH04319,Greater Accra,Cassava,4.58,38,8,1,1,0,1,0,0,0.759,2306,950,0.6882,1
GH04320,Volta,Maize,2.72,15,9,1,0,0,2,1,1,0.688,812,684,0.7851,0
GH04321,Eastern,Maize,1.9,40,7,0,1,1,0,0,1,0.745,547,715,0.7052,0
GH04322,Northern,Rice,2.85,5,3,0,0,0,0,0,1,0.63,2393,3123,0.1824,0
GH04323,Ashanti,Plantain,2.5,31,9,0,1,0,2,0,1,0.817,1039,1544,0.8557,1
GH04324,Ashanti,Plantain,3.09,34,6,0,1,0,3,0,1,0.798,1279,1191,0.9076,1
GH04325,Brong-Ahafo,Yam,0.44,37,6,0,0,0,2,0,0,0.768,473,143,0.5701,1
GH04326,Upper East,Rice,0.61,31,10,1,1,0,2,0,1,0.705,380,524,0.6474,1
GH04327,Brong-Ahafo,Cassava,3.68,15,4,0,1,0,2,0,0,0.797,1690,2446,0.4449,1
GH04328,Ashanti,Cassava,0.64,24,4,0,1,0,1,0,0,0.865,338,478,0.7013,1
GH04329,Eastern,Cassava,2.41,29,6,1,0,0,0,0,0,0.639,1349,1654,0.2454,0
GH04330,Upper East,Rice,1.42,8,8,0,0,0,3,0,1,0.595,1407,780,0.5128,0
GH04331,Upper East,Rice,0.91,11,5,0,0,0,3,0,0,0.672,552,258,0.3068,0
GH04332,Brong-Ahafo,Cassava,2.33,5,7,1,1,0,1,0,0,0.88,917,1046,0.5943,0
GH04333,Ashanti,Plantain,2.1,39,5,0,0,0,1,0,1,0.917,1335,625,0.4842,1
GH04334,Western,Cassava,7.98,14,6,1,1,0,3,0,0,0.864,5594,8078,0.6085,1
GH04335,Brong-Ahafo,Cassava,1.18,22,8,1,1,0,2,0,1,0.813,490,409,0.7616,0
GH04336,Volta,Cassava,4.99,34,4,1,0,0,0,0,1,0.726,2177,734,0.7085,1
GH04337,Volta,Cassava,2.33,41,7,1,1,0,0,0,1,0.848,1357,652,0.8019,1
GH04338,Upper West,Rice,1.15,29,8,1,0,1,3,0,1,0.557,941,610,0.807,1
GH04339,Brong-Ahafo,Yam,3.19,24,5,1,1,0,0,1,0,0.804,3252,3722,0.7893,1
GH04340,Volta,Yam,2.71,33,5,0,1,1,1,1,1,0.753,2305,2731,0.8904,1
GH04341,Upper West,Rice,1.87,6,2,1,0,0,2,0,1,0.611,1733,963,0.318,0
GH04342,Northern,Yam,2.2,27,8,1,0,0,1,0,0,0.715,2112,2277,0.4575,1
GH04343,Central,Maize,1.2,40,5,1,0,0,1,0,0,0.835,315,107,0.829,0
GH04344,Brong-Ahafo,Yam,1.02,27,5,1,0,0,1,0,1,0.773,796,337,0.7679,0
GH04345,Brong-Ahafo,Yam,3.1,4,5,1,1,0,1,0,0,0.71,3619,3409,0.6703,1
GH04346,Northern,Yam,1.56,25,6,1,0,0,2,0,1,0.763,1459,1670,0.5789,1
GH04347,Northern,Maize,1.72,35,7,1,0,1,2,0,0,0.642,473,661,0.5242,0
GH04348,Central,Maize,2.22,35,8,1,0,0,1,0,0,0.85,763,630,0.5643,1
GH04349,Greater Accra,Maize,2.19,21,5,1,1,0,1,0,1,0.821,480,213,0.8427,0
GH04350,Eastern,Cassava,0.67,31,7,0,0,0,0,1,1,0.76,346,490,0.32,0
GH04351,Upper East,Yam,4.48,21,7,1,1,0,0,0,0,0.613,3109,2565,0.8192,1
GH04352,Volta,Cassava,1.98,19,5,0,0,0,2,0,1,0.732,931,835,0.6906,1
GH04353,Brong-Ahafo,Rice,1.58,39,3,1,0,0,0,0,1,0.785,1610,2134,0.8249,0
GH04354,Eastern,Cocoa,2.46,21,9,1,0,0,1,0,1,0.574,1201,1205,0.6502,1
GH04355,Brong-Ahafo,Rice,2.15,7,7,1,0,0,2,0,1,0.718,1824,1207,0.5853,1
GH04356,Northern,Rice,3.12,26,7,0,0,0,1,0,1,0.634,3338,3168,0.5177,1
GH04357,Upper East,Yam,2.66,4,3,1,1,0,1,0,1,0.509,2976,3124,0.5548,1
GH04358,Western,Cocoa,3.01,20,8,0,0,0,3,0,1,0.889,1876,2566,0.8398,1
GH04359,Brong-Ahafo,Cassava,4.69,11,6,1,0,0,3,0,0,0.746,1915,1114,0.5577,0
GH04360,Western,Cocoa,3.38,6,8,1,1,0,3,1,0,0.86,1465,1423,0.7368,1
GH04361,Ashanti,Plantain,1.63,23,11,0,1,0,2,0,1,0.781,1078,1514,0.6197,1
GH04362,Northern,Yam,0.83,10,10,1,0,0,3,0,1,0.713,766,272,0.4362,1
GH04363,Ashanti,Plantain,5.86,34,9,1,0,0,2,1,1,0.869,1889,1008,0.8767,1
GH04364,Volta,Cassava,1.54,16,2,1,1,0,1,0,0,0.804,643,460,0.6329,0
GH04365,Northern,Maize,1.31,25,9,1,1,0,2,0,0,0.62,285,318,0.6239,1
GH04366,Upper East,Maize,0.54,31,3,1,0,0,0,0,0,0.767,135,177,0.7211,0
GH04367,Volta,Cassava,2.31,37,9,1,1,0,2,0,1,0.767,1792,966,0.8881,1
GH04368,Brong-Ahafo,Yam,2.02,40,4,1,1,0,1,0,0,0.694,2412,1438,0.6238,1
GH04369,Ashanti,Plantain,0.63,7,6,0,1,0,1,0,0,0.731,348,448,0.6692,1
GH04370,Volta,Yam,2.5,16,2,1,0,1,0,0,1,0.822,3124,1493,0.5167,0
GH04371,Central,Cassava,1.29,39,8,0,1,1,1,0,0,0.97,926,568,0.5875,0
GH04372,Brong-Ahafo,Cassava,11.98,40,3,1,0,0,2,1,1,0.712,6954,8200,0.8285,1
GH04373,Greater Accra,Maize,1.22,23,5,0,1,0,2,0,1,0.792,436,218,0.7376,1
GH04374,Northern,Yam,1.34,4,8,0,0,0,1,0,1,0.606,1178,1524,0.3061,0
GH04375,Ashanti,Maize,0.99,30,7,1,1,0,2,1,1,0.755,227,202,0.8796,1
GH04376,Brong-Ahafo,Maize,4.46,30,2,1,1,1,2,0,0,0.589,982,822,0.7758,1
GH04377,Ashanti,Cocoa,1.4,32,5,1,1,0,2,1,0,0.9,1046,484,0.6155,1
GH04378,Eastern,Maize,1.1,3,2,1,0,0,1,1,1,0.86,145,162,0.6666,1
GH04379,Volta,Yam,2.99,36,7,1,0,1,2,1,1,0.598,3812,5187,0.6406,1
GH04380,Western,Cocoa,0.69,10,11,0,1,0,2,0,1,1.0,439,496,0.6606,1
GH04381,Northern,Rice,2.82,23,7,1,0,0,3,0,0,0.764,2662,1811,0.3971,0
